PNA;MIEJSCOWOå∆;ULICA;NUMERY;GMINA;POWIAT;WOJEW”DZTWO
20-150;Lublin;Drukarska;;Lublin;Lublin;lubelskie
20-406;Lublin;Dworcowa;;Lublin;Lublin;lubelskie
20-135;Lublin;Dworska;;Lublin;Lublin;lubelskie
20-426;Lublin;Dywizjonu 303;;Lublin;Lublin;lubelskie
20-810;Lublin;Dzbenin;;Lublin;Lublin;lubelskie
20-121;Lublin;Dzia≥kowa;;Lublin;Lublin;lubelskie
20-811;Lublin;Dzieci Zamojszczyzny;;Lublin;Lublin;lubelskie
20-404;Lublin;Dzierøawna;;Lublin;Lublin;lubelskie
20-456;Lublin;Dziesiπta;;Lublin;Lublin;lubelskie
20-539;Lublin;Dziewanny;;Lublin;Lublin;lubelskie
20-130;Lublin;Edwarda Dembowskiego;;Lublin;Lublin;lubelskie
20-787;Lublin;Edwarda Ko≥aczkowskiego;;Lublin;Lublin;lubelskie
20-376;Lublin;Edwarda RaczyÒskiego;;Lublin;Lublin;lubelskie
20-457;Lublin;Edwarda Stachury;;Lublin;Lublin;lubelskie
20-149;Lublin;Edwarda Wojtasa;;Lublin;Lublin;lubelskie
20-152;Lublin;Edwarda Zwolskiego;;Lublin;Lublin;lubelskie
20-349;Lublin;Elektryczna;;Lublin;Lublin;lubelskie
20-435;Lublin;Elizy Orzeszkowej;;Lublin;Lublin;lubelskie
20-636;Lublin;Emancypantek;;Lublin;Lublin;lubelskie
20-215;Lublin;Emanuela Graffa;;Lublin;Lublin;lubelskie
20-816;Lublin;Emila CzapliÒskiego;;Lublin;Lublin;lubelskie
20-434;Lublin;Emila Zegad≥owicza;;Lublin;Lublin;lubelskie
20-491;Lublin;Emilii i Karola Wojty≥Ûw;;Lublin;Lublin;lubelskie
20-814;Lublin;Emilii Plater;;Lublin;Lublin;lubelskie
20-468;Lublin;EnergetykÛw;;Lublin;Lublin;lubelskie
20-270;Lublin;Erazma PlewiÒskiego;;Lublin;Lublin;lubelskie
20-375;Lublin;Eugeniusza Kwiatkowskiego;;Lublin;Lublin;lubelskie
20-487;Lublin;Eugeniusza Romera;;Lublin;Lublin;lubelskie
20-075;Lublin;Ewangelicka;;Lublin;Lublin;lubelskie
20-448;Lublin;Ewy Szelburg-Zarembiny;;Lublin;Lublin;lubelskie
20-301;Lublin;Fabryczna;;Lublin;Lublin;lubelskie
20-531;Lublin;Fantastyczna;;Lublin;Lublin;lubelskie
20-635;Lublin;Faraona;;Lublin;Lublin;lubelskie
20-107;Lublin;Farbiarska;;Lublin;Lublin;lubelskie
20-706;Lublin;Farmaceutyczna;;Lublin;Lublin;lubelskie
20-147;Lublin;Faustyny Morzyckiej;;Lublin;Lublin;lubelskie
20-834;Lublin;Feliksa Araszkiewicza;;Lublin;Lublin;lubelskie
20-073;Lublin;Feliksa BieczyÒskiego;;Lublin;Lublin;lubelskie
20-457;Lublin;Feliksa Brodowskiego;;Lublin;Lublin;lubelskie
20-880;Lublin;Feliksa Nowowiejskiego;;Lublin;Lublin;lubelskie
20-785;Lublin;Feliksa Skubiszewskiego;;Lublin;Lublin;lubelskie
20-386;Lublin;Feliksa Strojnowskiego;;Lublin;Lublin;lubelskie
20-278;Lublin;Felin;;Lublin;Lublin;lubelskie
20-609;Lublin;FilaretÛw;;Lublin;Lublin;lubelskie
20-710;Lublin;Filona;;Lublin;Lublin;lubelskie
20-834;Lublin;Fio≥kowa;;Lublin;Lublin;lubelskie
20-306;Lublin;Firlejowska;;Lublin;Lublin;lubelskie
20-118;Lublin;FloriaÒska;;Lublin;Lublin;lubelskie
20-751;Lublin;Folwarczna;;Lublin;Lublin;lubelskie
20-225;Lublin;Forsycjowa;;Lublin;Lublin;lubelskie
20-802;Lublin;Fortunna;;Lublin;Lublin;lubelskie
20-457;Lublin;Franciszka Dionizego Kniaünina;;Lublin;Lublin;lubelskie
20-381;Lublin;Franciszka Grabowskiego;;Lublin;Lublin;lubelskie
20-243;Lublin;Franciszka Kleeberga;;Lublin;Lublin;lubelskie
20-460;Lublin;Franciszka Mireckiego;;Lublin;Lublin;lubelskie
20-439;Lublin;Franciszka Salezego Jezierskiego;;Lublin;Lublin;lubelskie
20-151;Lublin;Franciszka Stefczyka;;Lublin;Lublin;lubelskie
20-489;Lublin;Franciszka Uhorczaka;;Lublin;Lublin;lubelskie
20-465;Lublin;Franciszka Zab≥ockiego;;Lublin;Lublin;lubelskie
20-816;Lublin;Franciszki Arnsztajnowej;;Lublin;Lublin;lubelskie
20-209;Lublin;FrezerÛw;;Lublin;Lublin;lubelskie
20-023;Lublin;Fryderyka Chopina;12-14(p), 16-DK;Lublin;Lublin;lubelskie
20-026;Lublin;Fryderyka Chopina;2-11, 13-15(n);Lublin;Lublin;lubelskie
20-122;Lublin;FurmaÒska;;Lublin;Lublin;lubelskie
20-004;Lublin;Gabriela Narutowicza;2-12(p), 5-27(n);Lublin;Lublin;lubelskie
20-016;Lublin;Gabriela Narutowicza;24-60(p), 31-61(n);Lublin;Lublin;lubelskie
20-013;Lublin;Gabriela Narutowicza;62-DK(p);Lublin;Lublin;lubelskie
20-017;Lublin;Gabriela Narutowicza;63-69(n);Lublin;Lublin;lubelskie
20-019;Lublin;Gabriela Narutowicza;71-DK(n);Lublin;Lublin;lubelskie
20-834;Lublin;Gabrieli Zapolskiej;;Lublin;Lublin;lubelskie
20-827;Lublin;Gajowa;;Lublin;Lublin;lubelskie
20-340;Lublin;Garbarska;;Lublin;Lublin;lubelskie
20-150;Lublin;Garncarska;;Lublin;Lublin;lubelskie
20-073;Lublin;Gawareckich;;Lublin;Lublin;lubelskie
20-750;Lublin;Gawronia;;Lublin;Lublin;lubelskie
20-406;Lublin;Gazowa;;Lublin;Lublin;lubelskie
20-732;Lublin;GdaÒska;;Lublin;Lublin;lubelskie
20-817;Lublin;Gen. Boles≥awa Ducha;;Lublin;Lublin;lubelskie
20-806;Lublin;Gen. JÛzefa Zajπczka;;Lublin;Lublin;lubelskie
20-706;Lublin;gen. Micha≥a Kruka;;Lublin;Lublin;lubelskie
20-091;Lublin;Genera≥a Augusta Fieldorfa;;Lublin;Lublin;lubelskie
20-291;Lublin;Genera≥a Stanis≥awa Skalskiego;;Lublin;Lublin;lubelskie
20-291;Lublin;Genera≥a Witolda Urbanowicza;;Lublin;Lublin;lubelskie
20-719;Lublin;GÍsia;;Lublin;Lublin;lubelskie
20-335;Lublin;Gilowa;;Lublin;Lublin;lubelskie
20-616;Lublin;Gliniana;1-31(n), 2-48(p);Lublin;Lublin;lubelskie
20-614;Lublin;Gliniana;33-DK(n), 50-DK(p);Lublin;Lublin;lubelskie
20-612;Lublin;G≥Íboka;;Lublin;Lublin;lubelskie
20-806;Lublin;G≥ogowa;;Lublin;Lublin;lubelskie
20-829;Lublin;G≥Ûwna;;Lublin;Lublin;lubelskie
20-385;Lublin;G≥uska;140-DK(p), 183-DK(n);Lublin;Lublin;lubelskie
20-439;Lublin;G≥uska;1-5(n), 2-16(p);Lublin;Lublin;lubelskie
20-380;Lublin;G≥uska;7-181(n), 18-138(p);Lublin;Lublin;lubelskie
20-010;Lublin;Gminna;;Lublin;Lublin;lubelskie
20-830;Lublin;GnieünieÒska;;Lublin;Lublin;lubelskie
20-752;Lublin;Go≥Íbia;;Lublin;Lublin;lubelskie
20-828;Lublin;Goplan;;Lublin;Lublin;lubelskie
20-868;Lublin;GorczaÒska;;Lublin;Lublin;lubelskie
20-213;Lublin;Gospodarcza;1-19(n), 14-32(p);Lublin;Lublin;lubelskie
20-217;Lublin;Gospodarcza;2-12(p);Lublin;Lublin;lubelskie
20-211;Lublin;Gospodarcza;21-DK(n), 34-DK(p);Lublin;Lublin;lubelskie
20-532;Lublin;Goúcinna;;Lublin;Lublin;lubelskie
20-221;Lublin;Goüdzikowa;;Lublin;Lublin;lubelskie
20-005;Lublin;GÛrna;;Lublin;Lublin;lubelskie
20-863;Lublin;GÛrska;;Lublin;Lublin;lubelskie
20-703;Lublin;Grabowa;;Lublin;Lublin;lubelskie
20-620;Lublin;Gracjana Chmielewskiego;;Lublin;Lublin;lubelskie
20-583;Lublin;Granatowa;;Lublin;Lublin;lubelskie
20-010;Lublin;Graniczna;;Lublin;Lublin;lubelskie
20-582;Lublin;Granitowa;;Lublin;Lublin;lubelskie
20-605;Lublin;Graøyny;1-20;Lublin;Lublin;lubelskie
20-602;Lublin;Graøyny;21-DK;Lublin;Lublin;lubelskie
20-331;Lublin;GrenadierÛw;;Lublin;Lublin;lubelskie
20-112;Lublin;Grodzka;;Lublin;Lublin;lubelskie
20-378;Lublin;Grunwaldzka;;Lublin;Lublin;lubelskie
20-821;Lublin;Gruszkowa;;Lublin;Lublin;lubelskie
20-522;Lublin;Grzybowa;;Lublin;Lublin;lubelskie
20-714;Lublin;Guliwera;;Lublin;Lublin;lubelskie
20-457;Lublin;Gustawa Dani≥owskiego;;Lublin;Lublin;lubelskie
20-128;Lublin;Gustawa DoliÒskiego;;Lublin;Lublin;lubelskie
20-461;Lublin;Gustawa Morcinka;;Lublin;Lublin;lubelskie
20-381;Lublin;H. M. SachsÛw;;Lublin;Lublin;lubelskie
20-231;Lublin;Hajdowska;;Lublin;Lublin;lubelskie
20-711;Lublin;Hamleta;;Lublin;Lublin;lubelskie
20-387;Lublin;Handlowa;;Lublin;Lublin;lubelskie
20-328;Lublin;Hanki OrdonÛwny;;Lublin;Lublin;lubelskie
20-805;Lublin;Harcerska;;Lublin;Lublin;lubelskie
20-857;Lublin;Harnasie;;Lublin;Lublin;lubelskie
20-233;Lublin;Heleny DziubiÒskiej;1-73(n), 2-80(p);Lublin;Lublin;lubelskie
20-252;Lublin;Heleny DziubiÒskiej;75-DK(n), 82-DK(p);Lublin;Lublin;lubelskie
20-810;Lublin;Heleny Modrzejewskiej;;Lublin;Lublin;lubelskie
20-712;Lublin;Heloizy;;Lublin;Lublin;lubelskie
20-874;Lublin;Henryka Halickiego;;Lublin;Lublin;lubelskie
20-030;Lublin;Henryka Raabego;;Lublin;Lublin;lubelskie
20-455;Lublin;Henryka Siemiradzkiego;;Lublin;Lublin;lubelskie
20-449;Lublin;Henryka Sienkiewicza;;Lublin;Lublin;lubelskie
20-862;Lublin;Henryka Sztompki;;Lublin;Lublin;lubelskie
20-018;Lublin;Henryka WiercieÒskiego;;Lublin;Lublin;lubelskie
20-491;Lublin;Henryka WoliÒskiego;;Lublin;Lublin;lubelskie
20-551;Lublin;Herbowa;;Lublin;Lublin;lubelskie
20-553;Lublin;HetmaÒska;;Lublin;Lublin;lubelskie
20-143;Lublin;Hiacyntowa;;Lublin;Lublin;lubelskie
20-786;Lublin;Hieronima Jaw≥owskiego;;Lublin;Lublin;lubelskie
20-041;Lublin;Hieronima £opaciÒskiego;;Lublin;Lublin;lubelskie
20-027;Lublin;Hipoteczna;;Lublin;Lublin;lubelskie
20-303;Lublin;Hrubieszowska;;Lublin;Lublin;lubelskie
20-373;Lublin;HubalczykÛw;;Lublin;Lublin;lubelskie
20-006;Lublin;Hugo Ko≥≥πtaja;;Lublin;Lublin;lubelskie
20-555;Lublin;Husarska;;Lublin;Lublin;lubelskie
20-218;Lublin;Hutnicza;;Lublin;Lublin;lubelskie
20-036;Lublin;Idziego Radziszewskiego;17-18;Lublin;Lublin;lubelskie
20-039;Lublin;Idziego Radziszewskiego;19-DK;Lublin;Lublin;lubelskie
20-031;Lublin;Idziego Radziszewskiego;2-16;Lublin;Lublin;lubelskie
20-153;Lublin;Ignacego Czumy;;Lublin;Lublin;lubelskie
20-250;Lublin;Ignacego DaszyÒskiego;;Lublin;Lublin;lubelskie
20-488;Lublin;Ignacego Domeyki;;Lublin;Lublin;lubelskie
20-860;Lublin;Ignacego Jana Paderewskiego;;Lublin;Lublin;lubelskie
20-358;Lublin;Ignacego Krasickiego;;Lublin;Lublin;lubelskie
20-010;Lublin;Ignacego Moúcickiego;;Lublin;Lublin;lubelskie
20-637;Lublin;Ignacego Rzeckiego;;Lublin;Lublin;lubelskie
20-815;Lublin;Ignacego Solarza;;Lublin;Lublin;lubelskie
20-484;Lublin;Inøynierska;;Lublin;Lublin;lubelskie
20-815;Lublin;Ireny Kosmowskiej;;Lublin;Lublin;lubelskie
20-817;Lublin;Ireny Sendlerowej;;Lublin;Lublin;lubelskie
20-624;Lublin;Irydiona;;Lublin;Lublin;lubelskie
20-834;Lublin;Irysowa;;Lublin;Lublin;lubelskie
20-455;Lublin;Iwana Paw≥owa;;Lublin;Lublin;lubelskie
20-457;Lublin;Izabeli Czartoryskiej;;Lublin;Lublin;lubelskie
20-868;Lublin;Izerska;;Lublin;Lublin;lubelskie
20-710;Lublin;Izoldy;;Lublin;Lublin;lubelskie
20-826;Lublin;Jab≥oniowa;;Lublin;Lublin;lubelskie
20-154;Lublin;Jacka Kuronia;;Lublin;Lublin;lubelskie
20-133;Lublin;Jacka Malczewskiego;;Lublin;Lublin;lubelskie
20-465;Lublin;Jacka Przybylskiego;;Lublin;Lublin;lubelskie
20-492;Lublin;Jacka Woronieckiego;;Lublin;Lublin;lubelskie
20-806;Lublin;JagielloÒska;;Lublin;Lublin;lubelskie
20-141;Lublin;Jagodowa;;Lublin;Lublin;lubelskie
20-152;Lublin;Jakuba Ha≥asa;;Lublin;Lublin;lubelskie
20-807;Lublin;Jakuba JasiÒskiego;;Lublin;Lublin;lubelskie
20-228;Lublin;Jakubowicka;;Lublin;Lublin;lubelskie
20-222;Lublin;Ja≥owcowa;;Lublin;Lublin;lubelskie
20-874;Lublin;Jana Barcickiego;;Lublin;Lublin;lubelskie
20-839;Lublin;Jana ChÍciÒskiego;;Lublin;Lublin;lubelskie
20-834;Lublin;Jana Ciepielewskiego;;Lublin;Lublin;lubelskie
20-109;Lublin;Jana Gilasa;;Lublin;Lublin;lubelskie
20-815;Lublin;Jana Iglatowskiego;;Lublin;Lublin;lubelskie
20-813;Lublin;Jana Karola Chodkiewicza;;Lublin;Lublin;lubelskie
20-073;Lublin;Jana Karskiego;;Lublin;Lublin;lubelskie
20-232;Lublin;Jana Kasprowicza;;Lublin;Lublin;lubelskie
20-838;Lublin;Jana Kiepury;;Lublin;Lublin;lubelskie
20-809;Lublin;Jana KiliÒskiego;;Lublin;Lublin;lubelskie
20-434;Lublin;Jana Kochanowskiego;;Lublin;Lublin;lubelskie
20-834;Lublin;Jana Lisa;;Lublin;Lublin;lubelskie
20-464;Lublin;Jana Matejki;1-5;Lublin;Lublin;lubelskie
20-430;Lublin;Jana Matejki;6-DK;Lublin;Lublin;lubelskie
20-535;Lublin;Jana Paw≥a II;;Lublin;Lublin;lubelskie
20-442;Lublin;Jana Pocka;;Lublin;Lublin;lubelskie
20-485;Lublin;Jana Samsonowicza;;Lublin;Lublin;lubelskie
20-095;Lublin;Jana Sapiehy;;Lublin;Lublin;lubelskie
20-632;Lublin;Jana Sawy;;Lublin;Lublin;lubelskie
20-812;Lublin;Jana Sobieskiego;;Lublin;Lublin;lubelskie
20-452;Lublin;Jana åniadeckiego;;Lublin;Lublin;lubelskie
20-706;Lublin;Jana ånieøyÒskiego;;Lublin;Lublin;lubelskie
20-788;Lublin;Jana Turczynowicza;;Lublin;Lublin;lubelskie
20-448;Lublin;Janiny PoraziÒskiej;;Lublin;Lublin;lubelskie
20-509;Lublin;Janowska;;Lublin;Lublin;lubelskie
20-582;Lublin;Jantarowa;;Lublin;Lublin;lubelskie
20-456;Lublin;Janusza Korczaka;;Lublin;Lublin;lubelskie
20-254;Lublin;Jarmarczna;;Lublin;Lublin;lubelskie
20-448;Lublin;Jaros≥awa Iwaszkiewicza;;Lublin;Lublin;lubelskie
20-141;Lublin;JarzÍbinowa;;Lublin;Lublin;lubelskie
20-330;Lublin;JaskÛ≥cza;;Lublin;Lublin;lubelskie
20-077;Lublin;Jasna;;Lublin;Lublin;lubelskie
20-583;Lublin;Jaspisowa;;Lublin;Lublin;lubelskie
20-323;Lublin;JastrzÍbia;;Lublin;Lublin;lubelskie
20-811;Lublin;Jaúminowa;;Lublin;Lublin;lubelskie
20-140;Lublin;Jaworowa;;Lublin;Lublin;lubelskie
20-827;Lublin;Jemio≥owa;;Lublin;Lublin;lubelskie
20-752;Lublin;Jemio≥uszki;;Lublin;Lublin;lubelskie
20-073;Lublin;Jerzego de Tramecourta;;Lublin;Lublin;lubelskie
20-453;Lublin;Jerzego KwieciÒskiego;;Lublin;Lublin;lubelskie
20-318;Lublin;Jerzego Rudlickiego;;Lublin;Lublin;lubelskie
20-440;Lublin;Jerzego Szaniawskiego;;Lublin;Lublin;lubelskie
20-337;Lublin;Jesienna;;Lublin;Lublin;lubelskie
20-351;Lublin;Jesionowa;;Lublin;Lublin;lubelskie
20-113;Lublin;Jezuicka;;Lublin;Lublin;lubelskie
20-226;Lublin;Jeøynowa;;Lublin;Lublin;lubelskie
20-825;Lublin;Jod≥owa;;Lublin;Lublin;lubelskie
20-045;Lublin;JÛzefa Bema;;Lublin;Lublin;lubelskie
20-460;Lublin;JÛzefa Che≥moÒskiego;;Lublin;Lublin;lubelskie
20-865;Lublin;JÛzefa Czapskiego;;Lublin;Lublin;lubelskie
20-813;Lublin;JÛzefa Dwernickiego;;Lublin;Lublin;lubelskie
20-854;Lublin;JÛzefa Elsnera;;Lublin;Lublin;lubelskie
20-325;Lublin;"JÛzefa Franczaka ""Lalka""";;Lublin;Lublin;lubelskie
20-376;Lublin;JÛzefa Hallera;;Lublin;Lublin;lubelskie
20-737;Lublin;JÛzefa Hauke-Bosaka;;Lublin;Lublin;lubelskie
20-431;Lublin;JÛzefa Ignacego Kraszewskiego;1-29(n), 2-32(p);Lublin;Lublin;lubelskie
20-463;Lublin;JÛzefa Ignacego Kraszewskiego;31, 33-DK;Lublin;Lublin;lubelskie
20-734;Lublin;JÛzefa Jankowskiego;;Lublin;Lublin;lubelskie
20-454;Lublin;JÛzefa Korzeniowskiego;;Lublin;Lublin;lubelskie
20-241;Lublin;JÛzefa Kustronia;;Lublin;Lublin;lubelskie
20-806;Lublin;JÛzefa Lompy;;Lublin;Lublin;lubelskie
20-453;Lublin;JÛzefa £obodowskiego;;Lublin;Lublin;lubelskie
20-865;Lublin;JÛzefa Mackiewicza;;Lublin;Lublin;lubelskie
20-739;Lublin;JÛzefa Molickiego;;Lublin;Lublin;lubelskie
20-133;Lublin;JÛzefa Pankiewicza;;Lublin;Lublin;lubelskie
20-783;Lublin;JÛzefa Piechoty;;Lublin;Lublin;lubelskie
20-060;Lublin;JÛzefa Poniatowskiego;;Lublin;Lublin;lubelskie
20-040;Lublin;JÛzefa SowiÒskiego;1-12;Lublin;Lublin;lubelskie
20-613;Lublin;JÛzefa SowiÒskiego;24-DK;Lublin;Lublin;lubelskie
20-861;Lublin;JÛzefa åliwiÒskiego;;Lublin;Lublin;lubelskie
20-738;Lublin;JÛzefa Toczyskiego;;Lublin;Lublin;lubelskie
20-739;Lublin;JÛzefata Barszczewskiego;;Lublin;Lublin;lubelskie
20-716;Lublin;Judyma;;Lublin;Lublin;lubelskie
20-133;Lublin;Juliana Fa≥ata;;Lublin;Lublin;lubelskie
20-636;Lublin;Juliana Ochockiego;;Lublin;Lublin;lubelskie
20-440;Lublin;Juliana Tuwima;;Lublin;Lublin;lubelskie
20-359;Lublin;Juliana Ursyna Niemcewicza;;Lublin;Lublin;lubelskie
20-710;Lublin;Julii;;Lublin;Lublin;lubelskie
20-704;Lublin;Juliusza Cezara;;Lublin;Lublin;lubelskie
20-815;Lublin;Juliusza DudziÒskiego;;Lublin;Lublin;lubelskie
20-834;Lublin;Juliusza Kleinera;;Lublin;Lublin;lubelskie
20-358;Lublin;Juliusza Kossaka;;Lublin;Lublin;lubelskie
20-805;Lublin;Juliusza Ligonia;;Lublin;Lublin;lubelskie
20-461;Lublin;Juliusza S≥owackiego;;Lublin;Lublin;lubelskie
20-871;Lublin;Jurajska;;Lublin;Lublin;lubelskie
20-629;Lublin;Juranda;;Lublin;Lublin;lubelskie
20-538;Lublin;Jutrzenki;;Lublin;Lublin;lubelskie
20-752;Lublin;Kacza;;Lublin;Lublin;lubelskie
20-543;Lublin;KaczeÒcowa;;Lublin;Lublin;lubelskie
20-733;Lublin;Kajetana Cieszkowskiego;;Lublin;Lublin;lubelskie
20-610;Lublin;Kajetana Hryniewieckiego;;Lublin;Lublin;lubelskie
20-429;Lublin;Kajetana Koümiana;;Lublin;Lublin;lubelskie
20-143;Lublin;Kalinowa;;Lublin;Lublin;lubelskie
20-129;Lublin;Kalinowszczyzna;1-31(n), 2-62b(p);Lublin;Lublin;lubelskie
20-201;Lublin;Kalinowszczyzna;33-DK(n), 64-DK(p);Lublin;Lublin;lubelskie
20-630;Lublin;Kaliska;;Lublin;Lublin;lubelskie
20-821;Lublin;Kameliowa;;Lublin;Lublin;lubelskie
20-864;Lublin;Kameralna;;Lublin;Lublin;lubelskie
20-341;Lublin;Kamienna;;Lublin;Lublin;lubelskie
20-843;Lublin;Kaprysowa;;Lublin;Lublin;lubelskie
20-009;Lublin;KapucyÒska;;Lublin;Lublin;lubelskie
20-867;Lublin;Karkonoska;;Lublin;Lublin;lubelskie
20-081;Lublin;Karmelicka;;Lublin;Lublin;lubelskie
20-849;Lublin;Karola LipiÒskiego;;Lublin;Lublin;lubelskie
20-709;Lublin;Karola Namys≥owskiego;;Lublin;Lublin;lubelskie
20-481;Lublin;Karola Olszewskiego;;Lublin;Lublin;lubelskie
20-133;Lublin;Karola Szymanowskiego;;Lublin;Lublin;lubelskie
20-868;Lublin;Karpacka;;Lublin;Lublin;lubelskie
20-819;Lublin;Kaskadowa;;Lublin;Lublin;lubelskie
20-138;Lublin;Kasztanowa;;Lublin;Lublin;lubelskie
20-810;Lublin;KasztelaÒska;;Lublin;Lublin;lubelskie
20-729;Lublin;Kaszubska;;Lublin;Lublin;lubelskie
20-552;Lublin;Kawaleryjska;;Lublin;Lublin;lubelskie
20-405;Lublin;Kawia;;Lublin;Lublin;lubelskie
20-701;Lublin;Kazimiery Litwiniukowej;;Lublin;Lublin;lubelskie
20-834;Lublin;Kazimierza Andrzeja Jaworskiego;;Lublin;Lublin;lubelskie
20-735;Lublin;Kazimierza Bogdanowicza;;Lublin;Lublin;lubelskie
20-472;Lublin;Kazimierza BryÒskiego;;Lublin;Lublin;lubelskie
20-357;Lublin;Kazimierza DulÍby;1-DK(n);Lublin;Lublin;lubelskie
20-326;Lublin;Kazimierza DulÍby;2-DK(p);Lublin;Lublin;lubelskie
20-457;Lublin;Kazimierza GliÒskiego;;Lublin;Lublin;lubelskie
20-281;Lublin;Kazimierza JagielloÒczyka;;Lublin;Lublin;lubelskie
20-362;Lublin;Kazimierza Przerwy-Tetmajera;;Lublin;Lublin;lubelskie
20-461;Lublin;Kazimierza Pu≥askiego;;Lublin;Lublin;lubelskie
20-247;Lublin;Kazimierza Tumidajskiego;;Lublin;Lublin;lubelskie
20-611;Lublin;Kazimierza Wielkiego;;Lublin;Lublin;lubelskie
20-834;Lublin;Kπkolowa;;Lublin;Lublin;lubelskie
20-106;Lublin;Kπpielowa;;Lublin;Lublin;lubelskie
20-723;Lublin;Kielecka;;Lublin;Lublin;lubelskie
20-229;Lublin;KijaÒska;;Lublin;Lublin;lubelskie
20-057;Lublin;Klemensa Junoszy;1-10;Lublin;Lublin;lubelskie
20-058;Lublin;Klemensa Junoszy;11-DK;Lublin;Lublin;lubelskie
20-093;Lublin;Kleniewskich;;Lublin;Lublin;lubelskie
20-704;Lublin;Kleopatry;;Lublin;Lublin;lubelskie
20-811;Lublin;Klonowa;;Lublin;Lublin;lubelskie
20-821;Lublin;K≥osowa;;Lublin;Lublin;lubelskie
20-717;Lublin;Kmicica;;Lublin;Lublin;lubelskie
20-832;Lublin;Kmieca;;Lublin;Lublin;lubelskie
20-225;Lublin;Kminkowa;;Lublin;Lublin;lubelskie
20-752;Lublin;Kogucia;;Lublin;Lublin;lubelskie
20-802;Lublin;Kolorowa;;Lublin;Lublin;lubelskie
20-508;Lublin;Ko≥o;;Lublin;Lublin;lubelskie
20-843;Lublin;Koncertowa;1-9(n);Lublin;Lublin;lubelskie
20-866;Lublin;Koncertowa;2-DK(p), 11-DK(n);Lublin;Lublin;lubelskie
20-022;Lublin;Konopnicka;;Lublin;Lublin;lubelskie
20-153;Lublin;Konrada Bielskiego;;Lublin;Lublin;lubelskie
20-875;Lublin;Konrada StaczyÒskiego;;Lublin;Lublin;lubelskie
20-607;Lublin;Konrada Wallenroda;;Lublin;Lublin;lubelskie
20-455;Lublin;Konstantego Ga≥czyÒskiego;;Lublin;Lublin;lubelskie
20-060;Lublin;Konstantego JÛzefa Mariana Rayskiego;;Lublin;Lublin;lubelskie
20-708;Lublin;KonstantynÛw;;Lublin;Lublin;lubelskie
20-209;Lublin;KonstruktorÛw;;Lublin;Lublin;lubelskie
20-222;Lublin;Konwaliowa;;Lublin;Lublin;lubelskie
20-583;Lublin;Koralowa;;Lublin;Lublin;lubelskie
20-440;Lublin;Kornela MakuszyÒskiego;;Lublin;Lublin;lubelskie
20-819;Lublin;Korpusu Ochrony Pogranicza;;Lublin;Lublin;lubelskie
20-821;Lublin;Korzenna;;Lublin;Lublin;lubelskie
20-358;Lublin;KosmonautÛw;;Lublin;Lublin;lubelskie
20-152;Lublin;KosynierÛw;;Lublin;Lublin;lubelskie
20-307;Lublin;Koúcielna;;Lublin;Lublin;lubelskie
20-425;Lublin;Kotlarska;;Lublin;Lublin;lubelskie
20-115;Lublin;Kowalska;;Lublin;Lublin;lubelskie
20-110;Lublin;Kozia;;Lublin;Lublin;lubelskie
20-872;Lublin;kpt. W≥adys≥awa Raginisa;;Lublin;Lublin;lubelskie
20-002;Lublin;Krakowskie Przedmieúcie;1-29(n), 2-60(p);Lublin;Lublin;lubelskie
20-076;Lublin;Krakowskie Przedmieúcie;31-DK(n), 62-DK(p);Lublin;Lublin;lubelskie
20-320;Lublin;KraÒcowa;106-112(p);Lublin;Lublin;lubelskie
20-356;Lublin;KraÒcowa;1-95(n), 2-98(p);Lublin;Lublin;lubelskie
20-338;Lublin;KraÒcowa;97-113(n);Lublin;Lublin;lubelskie
20-502;Lublin;Kredowa;;Lublin;Lublin;lubelskie
20-215;Lublin;Kresowa;;Lublin;Lublin;lubelskie
20-279;Lublin;KrÍpiecka;;Lublin;Lublin;lubelskie
20-341;Lublin;KrÍta;;Lublin;Lublin;lubelskie
20-518;Lublin;KrÍønicka;;Lublin;Lublin;lubelskie
20-401;Lublin;Krochmalna;;Lublin;Lublin;lubelskie
20-204;Lublin;Krokusowa;;Lublin;Lublin;lubelskie
20-857;Lublin;KrÛla Rogera;;Lublin;Lublin;lubelskie
20-109;Lublin;KrÛlewska;;Lublin;Lublin;lubelskie
20-281;Lublin;KrÛlowej Bony;;Lublin;Lublin;lubelskie
20-282;Lublin;KrÛlowej Jadwigi;;Lublin;Lublin;lubelskie
20-077;Lublin;KrÛtka;;Lublin;Lublin;lubelskie
20-022;Lublin;Krucza;;Lublin;Lublin;lubelskie
20-140;Lublin;Kruszynowa;;Lublin;Lublin;lubelskie
20-809;Lublin;Kryniczna;;Lublin;Lublin;lubelskie
20-829;Lublin;Krystaliczna;;Lublin;Lublin;lubelskie
20-582;Lublin;Kryszta≥owa;;Lublin;Lublin;lubelskie
20-130;Lublin;Krzemieniecka;;Lublin;Lublin;lubelskie
20-314;Lublin;Krzemionki;;Lublin;Lublin;lubelskie
20-806;Lublin;Ks. Franciszka Blachnickiego;;Lublin;Lublin;lubelskie
20-439;Lublin;Ks. Jana Wadowskiego;;Lublin;Lublin;lubelskie
20-052;Lublin;Ks. Jerzego Popie≥uszki;;Lublin;Lublin;lubelskie
20-043;Lublin;Ks. JÛzefa Tischnera;;Lublin;Lublin;lubelskie
