,Kod_TERYT,nazwa_samorządu,Województwo,Powiat,typ_JST,nazwa_urzędu_JST,miejscowość,Kod pocztowy,poczta,Ulica,Nr domu,telefon kierunkowy,telefon,telefon 2,wewnętrzny,FAX kierunkowy,FAX,FAX wewnętrzny,ogólny adres poczty elektronicznej gminy/powiatu/województwa,adres www jednostki,ESP,adresy email
2376,2811012,Janowiec Kościelny,warmińsko-mazurskie,nidzicki,GW,Urząd Gminy Janowiec Kościelny,Janowiec Kościelny,13-111,Janowiec Kościelny,Janowiec Kościelny,62,89,6262002,,,89,6262186,,gmina@janowiec.com.pl,www.janowiec.com.pl ,/281101/SkrytkaESP,gmina@janowiec.com.pl
2377,2811022,Janowo,warmińsko-mazurskie,nidzicki,GW,Urząd Gminy Janowo,Janowo,13-113,Janowo,ul. Przasnyska,14,89,6264480,,,89,6264480,,sekretariat@janowo.pl,www.janowo.pl,/ugjanowo/skrytka,sekretariat@janowo.pl
2378,2811032,Kozłowo,warmińsko-mazurskie,nidzicki,GW,Urząd Gminy Kozłowo,Kozłowo,13-124,Kozłowo,ul. Mazurska,3,89,6250833,,,89,6267502,,gmina@kozlowo.pl,www.kozlowo.pl,/281103/skrytka,gmina@kozlowo.pl
2379,2811043,Nidzica,warmińsko-mazurskie,nidzicki,GMW,Urząd Miejski w Nidzicy,Nidzica,13-100,Nidzica,pl. Wolności,1,89,6250710,,,89,6250711,,um@nidzica.pl,www.nidzica.pl,/46t97laxgl/SkrytkaESP,um@nidzica.pl
2380,2811000,Powiat Nidzicki,warmińsko-mazurskie,nidzicki,P,Starostwo Powiatowe w Nidzicy,Nidzica,13-100,Nidzica,ul. Traugutta,23,89,6253279,,,89,6253279,,starosta.nni@powiatypolskie.pl,https://powiatnidzicki.pl/,/starostwo_nidzica/SkrytkaESP,starosta.nni@powiatypolskie.pl
2381,2812022,Biskupiec,warmińsko-mazurskie,nowomiejski,GW,Urząd Gminy Biskupiec,Biskupiec,13-340,Biskupiec,ul. Rynek,1,56,4745057,,,56,4745289,,ugb@gminabiskupiec.pl,www.gminabiskupiec.pl,/UGBiskupiec/SkrytkaESP,ugb@gminabiskupiec.pl
2382,2812032,Grodziczno,warmińsko-mazurskie,nowomiejski,GW,Urząd Gminy Grodziczno,Grodziczno,13-324,Grodziczno,Grodziczno,17A,56,4729710,,,56,4729725,,ug@grodziczno.pl,www.grodziczno.pl,/uggrodziczno/SkrytkaESP,ug@grodziczno.pl
2383,2812042,Kurzętnik,warmińsko-mazurskie,nowomiejski,GW,Urząd Gminy Kurzętnik,Kurzętnik,13-306,Kurzętnik,ul. Grunwaldzka,39,56,4748281,,,56,4748284,,sekretariat@kurzetnik.pl,www.kurzetnik.pl,/UGKurzetnik28/skrytka,sekretariat@kurzetnik.pl
2384,2812011,Nowe Miasto Lubawskie,warmińsko-mazurskie,nowomiejski,GM,Urząd Miejski w Nowym Mieście Lubawskim,Nowe Miasto Lubawskie,13-300,Nowe Miasto Lubawskie,ul. Rynek,1,56,4729610,,,56,4742714,,urzad@umnowemiasto.pl,www.umnowemiasto.pl,/urzad-nml/skrytka,urzad@umnowemiasto.pl
2385,2812052,Nowe Miasto Lubawskie,warmińsko-mazurskie,nowomiejski,GW,Urząd Gminy Nowe Miasto Lubawskie,Mszanowo,13-300,Nowe Miasto Lubawskie,ul. Podleśna,1,56,4726300,,,56,4726305,,urzad@gminanml.pl,gminanml.pl,/urzad_gminy_nml/skrytka,urzad@gminanml.pl
2386,2812000,Powiat Nowomiejski,warmińsko-mazurskie,nowomiejski,P,Starostwo Powiatowe w Nowym Mieście Lubawskim,Nowe Miasto Lubawskie,13-300,Nowe Miasto Lubawskie,Rynek,1,56,4724220,,,56,4724222,,sekretariat@powiat-nowomiejski.pl,www.powiat-nowomiejski.pl,/spnml/SkrytkaESP,sekretariat@powiat-nowomiejski.pl
2387,2813032,Kowale Oleckie,warmińsko-mazurskie,olecki,GW,Urząd Gminy Kowale Oleckie,Kowale Oleckie,19-420,Kowale Oleckie,ul. Kościuszki,44,87,5238279,,,87,5238209,,gmina@kowaleoleckie.eu,www.gminakowaleoleckie.idcom-web.pl,/gminakowaleoleckie/SkrytkaESP,gmina@kowaleoleckie.eu
2388,2813043,Olecko,warmińsko-mazurskie,olecki,GMW,Urząd Miejski w Olecku,Olecko,19-400,Olecko,pl. Wolności ,3,87,5202168,,,89,5202558,,um@um.olecko.pl,www.um.olecko.pl,/c6tc9p6k8p/SkrytkaESP,um@um.olecko.pl
2389,2813000,Powiat Olecki,warmińsko-mazurskie,olecki,P,Starostwo Powiatowe w Olecku,Olecko,19-400,Olecko,ul. Kolejowa,32,87,7391865,,,87,5203219,,starostwo@powiat.olecko.pl,www.powiat.olecko.pl,/oleckosp/SkrytkaESP,starostwo@powiat.olecko.pl
2390,2813052,Świętajno,warmińsko-mazurskie,olecki,GW,Urząd Gminy Świętajno,Świętajno,19-411,Świętajno,Świętajno,104,87,5215420,,,87,5125414,,ug@swietajno.pl,www.swietajno.pl,/ugswietajno/SkrytkaESP,ug@swietajno.pl
2391,2813062,Wieliczki,warmińsko-mazurskie,olecki,GW,Urząd Gminy Wieliczki,Wieliczki,19-404,Wieliczki,ul. Lipowa,53,87,6219060,,,87,6219060,,sekretariat@wieliczki.pl,www.wieliczki.pl,/v2qp8y2l4p/skrytka,sekretariat@wieliczki.pl
2392,2862011,Olsztyn,warmińsko-mazurskie,Olsztyn,MNP,Urząd Miasta Olsztyna,Olsztyn,10-101,Olsztyn,Pl.Jana Pawła II,1,89,5273111,,450,89,5351558,,kancelaria.ogolna@olsztyn.eu,www.olsztyn.eu,/urzadmiastaolsztyn/skrytka,kancelaria.ogolna@olsztyn.eu
2393,2814013,Barczewo,warmińsko-mazurskie,olsztyński,GMW,Urząd Miejski Barczewo,Barczewo,11-010,Barczewo,pl. Ratuszowy,1,89,5148439,,,89,5148562,,umb@barczewo.pl,www.barczewo.pl,/5889lgadjj/skrytka,umb@barczewo.pl
2394,2814023,Biskupiec,warmińsko-mazurskie,olsztyński,GMW,Urząd Miejski w Biskupcu,Biskupiec,11-300,Biskupiec,al. Niepodległości ,2,89,7150110,,,89,7152437,,ratusz@biskupiec.pl,https://www.biskupiec.pl/,/UMBiskupiec/skrytka,ratusz@biskupiec.pl
2395,2814033,Dobre Miasto,warmińsko-mazurskie,olsztyński,GMW,Urząd Miejski w Dobrym Mieście,Dobre Miasto,11-040,Dobre Miasto,ul. Warszawska ,14,89,6161314,,,89,6161443,,urzad.miasta@dobremiasto.com.pl,www.dobremiasto.com.pl,/urzadmiejskidobremiasto/SkrytkaESP,urzad.miasta@dobremiasto.com.pl
2396,2814042,Dywity,warmińsko-mazurskie,olsztyński,GW,Urząd Gminy Dywity,Dywity,11-001,Dywity,ul. Olsztyńska,32,89,5247640,,,89,5120124,,ug@ugdywity.pl,gminadywity.pl,/dywityug/SkrytkaESP,ug@ugdywity.pl
2397,2814052,Gietrzwałd,warmińsko-mazurskie,olsztyński,GW,Urząd Gminy Gietrzwałd,Gietrzwałd,11-036,Gietrzwałd,ul. Olsztyńska,2,89,5241900,,,89,5241924,,gmina@gietrzwald.pl,www.gietrzwald.pl,/l0i1g6cm9d/SkrytkaESP,gmina@gietrzwald.pl
2398,2814063,Jeziorany,warmińsko-mazurskie,olsztyński,GMW,Urząd Miejski w Jezioranach,Jeziorany,11-320,Jeziorany,Plac Zamkowy ,4,89,5392741,,,89,5392760,,umjeziorany@wp.pl,www.jeziorany.com.pl,/281406/skrytka,umjeziorany@wp.pl
2399,2814072,Jonkowo,warmińsko-mazurskie,olsztyński,GW,Urząd Gminy Jonkowo,Jonkowo,11-042,Jonkowo,ul. Klonowa,2,89,5129237,,,89,5129232,,sekretariat@jonkowo.pl,www.jonkowo.pl,/jonkowoug/SkrytkaESP,sekretariat@jonkowo.pl
2400,2814082,Kolno,warmińsko-mazurskie,olsztyński,GW,Urząd Gminy Kolno,Kolno,11-311,Kolno,Kolno,33,89,7163226,,,89,7163226,,ug_kolno@poczta.onet.pl,www.kolno-gmina.pl,/UGKolno/SkrytkaESP,ug_kolno@poczta.onet.pl
2401,2814093,Olsztynek,warmińsko-mazurskie,olsztyński,GMW,Urząd Miejski w Olsztynku,Olsztynek,11-015,Olsztynek,Ratusz ,1,89,5195450,,,89,5195457,,ratusz@olsztynek.pl,www.olsztynek.pl,/811gd6wpjb/skrytka,ratusz@olsztynek.pl
2402,2814000,Powiat Olsztyński,warmińsko-mazurskie,olsztyński,P,Starostwo Powiatowe w Olsztynie,Olsztyn,10-516,Olsztyn,Plac Bema,5,89,5272130,,,89,5272414,,starostwo@powiat-olsztynski.pl,www.powiat-olsztynski.pl,/281400/SkrytkaESP,starostwo@powiat-olsztynski.pl
2403,2814102,Purda,warmińsko-mazurskie,olsztyński,GW,Urząd Gminy Purda,Purda,11-030,Purda,Purda,19,89,5122223,,,89,5122280,,ug@purda.pl,www.purda.pl,/ugpurda/SkrytkaESP,ug@purda.pl
2404,2814112,Stawiguda,warmińsko-mazurskie,olsztyński,GW,Urząd Gminy Stawiguda,Stawiguda,11-034,Stawiguda,ul. Olsztyńska,10,89,5126475,,,89,5126910,,stawiguda@stawiguda.pl,www.stawiguda.pl,/72kueq74oe/skrytka,stawiguda@stawiguda.pl
2405,2814122,Świątki,warmińsko-mazurskie,olsztyński,GW,Urząd Gminy Świątki,Świątki,11-008,Świątki,Świątki,87,89,6169883,,103,89,6169822,,gmina@swiatki.pl,www.swiatki.com.pl,/2814122/skrytka,gmina@swiatki.pl
2406,2815022,Dąbrówno,warmińsko-mazurskie,ostródzki,GW,Urząd Gminy Dąbrówno,Dąbrówno,14-120,Dąbrówno,ul. Kościuszki,21,89,6474087,,11,89,6474087,,sekretariat@dabrowno.pl,www.dabrowno.pl,/UGDabrowno/SkrytkaESP,sekretariat@dabrowno.pl
2407,2815032,Grunwald,warmińsko-mazurskie,ostródzki,GW,Urząd Gminy Grunwald,Gierzwałd,14-107,Gierzwałd,Gierzwałd,33,89,6426900,,,89,6426921,,sekretariat@gminagrunwald.pl,www.gminagrunwald.pl,/2815032/SkrytkaESP,sekretariat@gminagrunwald.pl
2408,2815042,Łukta,warmińsko-mazurskie,ostródzki,GW,Urząd Gminy Łukta,Łukta,14-105,Łukta,ul. Mazurska,2,89,6475070,,,89,6475070,,lukta@lukta.com.pl,www.lukta.com.pl,/uglukta/SkrytkaESP,lukta@lukta.com.pl
2409,2815052,Małdyty,warmińsko-mazurskie,ostródzki,GW,Urząd Gminy Małdyty,Małdyty,14-330,Małdyty,ul. Kopernika,10,89,7586124,,,89,7586093,,gmina@maldyty.pl,www.maldyty.pl,/l2261ianw2/SkrytkaESP,gmina@maldyty.pl
2410,2815063,Miłakowo,warmińsko-mazurskie,ostródzki,GMW,Urząd Miejski w Miłakowie,Miłakowo,14-310,Miłakowo,ul. Olsztyńska ,16,89,7578300,,,89,7578321,,sekretariat@milakowo.eu,www.milakowo.eu,/UMmilakowo/skrytka,sekretariat@milakowo.eu
2411,2815073,Miłomłyn,warmińsko-mazurskie,ostródzki,GMW,Urząd Miasta i Gminy Miłomłyn,Miłomłyn,14-140,Miłomłyn,ul. Twarda ,12,89,6425801,,,89,6425802,,gmina@milomlyn.pl,www.milomlyn.pl,/umigmilomlyn/skrytka,gmina@milomlyn.pl
2412,2815083,Morąg,warmińsko-mazurskie,ostródzki,GMW,Urząd Miejski w Morągu,Morąg,14-300,Morąg,ul. 11 Listopada ,9,89,7572231,,,89,7572120,,morag@morag.pl,www.morag.pl,/urzadmorag/skrytka,morag@morag.pl
2413,2815011,Ostróda,warmińsko-mazurskie,ostródzki,GM,Urząd Miejski w Ostródzie,Ostróda,14-100,Ostróda,ul. Mickiewicza,24,89,6429400,,,89,6429401,,um@um.ostroda.pl,www.ostroda.pl,/UrzadOstroda/SkrytkaESP,um@um.ostroda.pl
2414,2815092,Ostróda,warmińsko-mazurskie,ostródzki,GW,Urząd Gminy Ostróda,Ostróda,14-100,Ostróda,ul. Jana III Sobieskiego,1,89,6760700,,,89,6760790,,sekretariat@gminaostroda.pl,www.gminaostroda.pl,/gminaostroda/SkrytkaESP,sekretariat@gminaostroda.pl
2415,2815000,Powiat Ostródzki,warmińsko-mazurskie,ostródzki,P,Starostwo Powiatowe w Ostródzie,Ostróda,14-100,Ostróda,ul. Jana III Sobieskiego,5,89,6429800,,,89,6429817,,sekretariat@powiat.ostroda.pl,www.powiat.ostroda.pl,/spostroda/SkrytkaESP,sekretariat@powiat.ostroda.pl
2416,2816013,Biała Piska,warmińsko-mazurskie,piski,GMW,Urząd Miejski w Białej Piskiej,Biała Piska,12-230,Biała Piska,pl. Mickiewicza ,25,87,4241350,,,87,4241351,,um@bialapiska.pl,http://bialapiska.eu,/bialapiska/skrytka,um@bialapiska.pl
2417,2816023,Orzysz,warmińsko-mazurskie,piski,GMW,Urząd Miejski w Orzyszu,Orzysz,12-250,Orzysz,ul. Rynek,3,87,3070940,,,87,3070950,,um@orzysz.pl,www.orzysz.pl,/umorzysz/SkrytkaESP,um@orzysz.pl
2418,2816033,Pisz,warmińsko-mazurskie,piski,GMW,Urząd Miejski w Piszu,Pisz,12-200,Pisz,ul. Gizewiusza ,5,87,4235210,,,87,4241238,,pisz@home.pl,www.pisz.pl,/ugim_pisz/SkrytkaESP,pisz@home.pl
2419,2816000,Powiat Piski,warmińsko-mazurskie,piski,P,Starostwo Powiatowe w Piszu,Pisz,12-200,Pisz,ul.Warszawska,1,87,4254700,,,87,4254701,,starosta.npi@powiatypolskie.pl,www.powiat.pisz.pl,/powiat_pisz/SkrytkaESP,starosta.npi@powiatypolskie.pl
2420,2816043,Ruciane-Nida,warmińsko-mazurskie,piski,GMW,Urząd Miasta i Gminy Ruciane-Nida,Ruciane-Nida,12-220,Ruciane-Nida,al. Wczasów ,4,87,4231036,,,87,4254456,,umig@ruciane-nida.pl,www.ruciane-nida.pl,/n5c06q4xsr/skrytka,umig@ruciane-nida.pl
2421,2817022,Dźwierzuty,warmińsko-mazurskie,szczycieński,GW,Urząd Gminy Dźwierzuty,Dźwierzuty,12-120,Dźwierzuty,ul. Niepodległości,6,89,6211232,,,89,6211233,,info@ug-dzwierzuty.pl,www.gminadzwierzuty.pl,/DzwierzutyUG/skrytka,info@ug-dzwierzuty.pl
2422,2817032,Jedwabno,warmińsko-mazurskie,szczycieński,GW,Urząd Gminy Jedwabno,Jedwabno,12-122,Jedwabno,ul. Warmińska,2,89,6213045,,,89,6213094,,jedwabno@zgwrp.org.pl,www.jedwabno.pl,/5b30r2fhow/skrytka,jedwabno@zgwrp.org.pl
2423,2817043,Pasym,warmińsko-mazurskie,szczycieński,GMW,Urząd Miasta i Gminy Pasym,Pasym,12-130,Pasym,Rynek ,8,89,6212011,,,89,6212010,,umig@pasym.pl,www.pasym.pl,/umigpasym/SkrytkaESP,umig@pasym.pl
2424,2817000,Powiat Szczycieński,warmińsko-mazurskie,szczycieński,P,Starostwo Powiatowe w Szczytnie,Szczytno,12-100,Szczytno,ul. Sienkiewicza,1,89,6247000,,,89,6247005,,sekretariat@powiat.szczytno.pl,www.powiatszczycienski.pl,/glyi07x35d/SkrytkaESP,sekretariat@powiat.szczytno.pl
2425,2817052,Rozogi,warmińsko-mazurskie,szczycieński,GW,Urząd Gminy Rozogi,Rozogi,12-114,Rozogi,ul. Wojciecha Ketrzyńskiego,22,89,7226002,,,89,7226055,,sekretariat@rozogi.pl,www.rozogi.pl,/h2bj5r59az/UGRozogi,sekretariat@rozogi.pl
2426,2817011,Szczytno,warmińsko-mazurskie,szczycieński,GM,Urząd Miejski w Szczytnie,Szczytno,12-100,Szczytno,ul. Sienkiewicza,1,89,6247200,,,89,6247201,,um@um.szczytno.pl,www.miastoszczytno.pl,/2817011/skrytka,um@um.szczytno.pl
2427,2817062,Szczytno,warmińsko-mazurskie,szczycieński,GW,Urząd Gminy Szczytno,Szczytno,12-100,Szczytno,ul. Łomżyńska,3,89,6232580,,,89,6232592,,ugszczytno@ug.szczytno.pl,www.ug.szczytno.pl,/281706/skrytka,ugszczytno@ug.szczytno.pl
2428,2817072,Świętajno,warmińsko-mazurskie,szczycieński,GW,Urząd Gminy Świętajno,Świętajno,12-140,Świętajno,ul. Grunwaldzka,15,89,6232060,,,89,6232076,,info@swietajno.ug.gov.pl,www.swietajno.ug.gov.pl,/2xfivq114x/SkrytkaESP,info@swietajno.ug.gov.pl
2429,2817083,Wielbark,warmińsko-mazurskie,szczycieński,GMW,Urząd Miejski w Wielbarku,Wielbark,12-160,Wielbark,ul. Grunwaldzka,2,89,6218100,,,89,6218312,,wielbark@mailbox.olsztyn.pl,www.wielbark.com.pl,/281708/UGwielbark,wielbark@mailbox.olsztyn.pl
2430,2819012,Budry,warmińsko-mazurskie,węgorzewski,GW,Urząd Gminy Budry,Budry,11-606,Budry,Al. Wojska Polskiego,27,87,4278003,,,87,7351017,,ug@budry.pl,www.bip.budry.warmia.mazury.pl/,/ugbudry/SkrytkaESP,ug@budry.pl
2431,2819000,Powiat Węgorzewski,warmińsko-mazurskie,węgorzewski,P,Starostwo Powiatowe w Węgorzewie,Węgorzewo,11-600,Węgorzewo,ul. 3 Maja,17b,87,4277600,,,87,4277605,,starostwo@powiatwegorzewski.pl,www.powiatwegorzewski.pl,/20p0ln3gh4/SkrytkaESP,starostwo@powiatwegorzewski.pl
2432,2819022,Pozezdrze,warmińsko-mazurskie,węgorzewski,GW,Urząd Gminy Pozezdrze,Pozezdrze,11-610,Pozezdrze,ul. 1 Maja,1a,87,4279006,,,87,4279333,,ug@pozezdrze.pl,www.pozezdrze.pl,/pozezdrze_ug/SkrytkaESP,ug@pozezdrze.pl
2433,2819033,Węgorzewo,warmińsko-mazurskie,węgorzewski,GMW,Urząd Miejski w Węgorzewie,Węgorzewo,11-600,Węgorzewo,ul. Zamkowa ,3,87,4275400,,,87,4275401,,um@wegorzewo.pl,www.wegorzewo.pl,/um-wegorzewo/SkrytkaESP,um@wegorzewo.pl
2434,2800000,Województwo warmińsko-mazurskie,warmińsko-mazurskie,,W,Urząd Marszałkowski Województwa Warmińsko-Mazurskiego,Olsztyn,10-562,Olsztyn,ul. Emilii Plater ,1,89,5219000,,,89,5219569,,dum@warmia.mazury.pl,http://wrota.warmia.mazury.pl/,/UMWWIM/Skrytka ESP,dum@warmia.mazury.pl
2435,3001023,Budzyń,wielkopolskie,chodzieski,GMW,Urząd Gminy Budzyń,Budzyń,64-840,Budzyń,ul.Przemysłowa,16A,67,2843201,,,67,2843201,,urzad@budzyn.pl,www.budzyn.pl,/6kdip0w30f/SkrytkaESP,urzad@budzyn.pl
2436,3001011,Chodzież,wielkopolskie,chodzieski,GM,Urząd Miejski w Chodzieży,Chodzież,64-800,Chodzież,ul. Paderewskiego,2,67,2827171,,,67,2825701,,urzadmiejski@chodziez.pl,www.chodziez.pl,/8w7k25ehpk/SkrytkaESP,urzadmiejski@chodziez.pl
2437,3001032,Chodzież,wielkopolskie,chodzieski,GW,Urząd Gminy Chodzież,Chodzież,64-800,Chodzież,ul. Notecka,28,67,2821608,,,67,2811813,,sekretariat@gminachodziez.pl,www.gminachodziez.pl,/2632kwifqi/SkrytkaESP,sekretariat@gminachodziez.pl
2438,3001043,Margonin,wielkopolskie,chodzieski,GMW,Urząd Miasta i Gminy Margonin,Margonin,64-830,Margonin,ul. Kościuszki,13,67,2846068,,,67,2847273,,sekretariat@margonin.pl,www.margonin.pl,/89v0c1ehis/SkrytkaESP,sekretariat@margonin.pl
2439,3001000,Powiat Chodzieski,wielkopolskie,chodzieski,P,Starostwo Powiatowe w Chodzieży,Chodzież,64-800,Chodzież,ul. Wiosny Ludów,1,67,2827261,,,67,2812711,,starosta.pch@powiatypolskie.pl,www.powiat-chodzieski.pl,/spchodziez/SkrytkaESP,starosta.pch@powiatypolskie.pl
2440,3001053,Szamocin,wielkopolskie,chodzieski,GMW,Urząd Miasta i Gminy Szamocin,Szamocin,64-820,Szamocin,Plac Wolności,19,67,2848003,,12,67,2848065,,sekretariat@gminaszamocin.pl,http://www.gminaszamocin.pl/,/3001053/SkrytkaESP,sekretariat@gminaszamocin.pl
2441,3002011,Czarnków,wielkopolskie,czarnkowsko-trzcianecki,GM,Urząd Miasta Czarnków,Czarnków,64-700,Czarnków,Plac Wolności,6,67,2552802,,,67,2552677,,um@czarnkow.pl,www.czarnkow.pl,/miastoczarnkow/SkrytkaESP,um@czarnkow.pl
2442,3002022,Czarnków,wielkopolskie,czarnkowsko-trzcianecki,GW,Urząd Gminy Czarnków,Czarnków,64-700,Czarnków,ul. Rybaki,3,67,2552227,,,67,2553079,,urzad@czarnkowgmina.pl,www.czarnkowgmina.pl,/31b1u5toog/SkrytkaESP,urzad@czarnkowgmina.pl
2443,3002032,Drawsko,wielkopolskie,czarnkowsko-trzcianecki,GW,Urząd Gminy Drawsko,Drawsko,64-733,Drawsko,ul. Powstańców Wielkopolskich,121,67,2569128,,,67,2569135,,pctdrawsko@poczta.onet.pl,www.gminadrawsko.pl,/GMINADRAWSKO/SkrytkaESP,pctdrawsko@poczta.onet.pl
2444,3002043,Krzyż Wielkopolski,wielkopolskie,czarnkowsko-trzcianecki,GMW,Urząd Miejski w Krzyżu Wielkopolskim,Krzyż Wielkopolski,64-761,Krzyż Wielkopolski,ul. Wojska Polskiego,14,67,2564145,,,67,2565255,,um_krzyz@pro.onet.pl,www.krzyz.pl,/umkrzyz/SkrytkaESP,um_krzyz@pro.onet.pl
2445,3002052,Lubasz,wielkopolskie,czarnkowsko-trzcianecki,GW,Urząd Gminy Lubasz,Lubasz,64-720,Lubasz,ul. Chrobrego,37,67,2556012,,,67,2556462,,lubasz@wokiss.pl,www.lubasz.pl,/gminalubasz/SkrytkaESP,lubasz@wokiss.pl
2446,3002062,Połajewo,wielkopolskie,czarnkowsko-trzcianecki,GW,Urząd Gminy Połajewo,Połajewo,64-710,Połajewo,ul. Obornicka,6A,67,2567028,,,67,2567855,,ug@polajewo.pl,www.polajewo.pl,/t5418sdmnj/SkrytkaESP,ug@polajewo.pl
2447,3002000,Powiat Czarnkowsko-Trzcianecki,wielkopolskie,czarnkowsko-trzcianecki,P,Starostwo Powiatowe w Czarnkowie,Czarnków,64-700,Czarnków,ul. Rybaki,3,67,2530160,,1102,67,2530161,,powiat@pct.bipst.pl,www.czarnkowsko-trzcianecki.pl,/PCT/SkrytkaESP,powiat@pct.bipst.pl
2448,3002073,Trzcianka,wielkopolskie,czarnkowsko-trzcianecki,GMW,Urząd Miejski Trzcianki,Trzcianka,64-980,Trzcianka,ul. Sikorskiego,7,67,3527311,,,67,2163750,,ratusz@trzcianka.pl,www.trzcianka.pl,/UMTrzcianka/SkrytkaESP,ratusz@trzcianka.pl
2449,3002083,Wieleń,wielkopolskie,czarnkowsko-trzcianecki,GMW,Urząd Miejski w Wieleniu,Wieleń,64-730,Wieleń,ul. Kościuszki,34,67,2561170,,,67,2561021,,wielen_um@wokiss.pl,www.wielen.pl,/1dwuws199d/SkrytkaESP,wielen_um@wokiss.pl
2450,3003023,Czerniejewo,wielkopolskie,gnieźnieński,GMW,Urząd Miasta i Gminy Czerniejewo,Czerniejewo,62-250,Czerniejewo,ul. Poznańska ,8,61,4291310,,,61,4291349,,urzad@czerniejewo.pl,www.czerniejewo.pl,/urzad/SkrytkaESP,urzad@czerniejewo.pl
2451,3003011,Gniezno,wielkopolskie,gnieźnieński,GM,Urząd Miejski w Gnieźnie,Gniezno,62-200,Gniezno,ul. Lecha,6,61,4260400,,,61,4260405,,urzad@gniezno.eu,www.gniezno.eu,/Gniezno3003011/SkrytkaESP,urzad@gniezno.eu
2452,3003032,Gniezno,wielkopolskie,gnieźnieński,GW,Urząd Gminy Gniezno,Gniezno,62-200,Gniezno,Al. Reymonta, 9 - 11,61,4245750,,,61,4245751,,sekretariat@urzadgminy.gniezno.pl,www.urzadgminy.gniezno.pl,/3003032/SkrytkaESP,sekretariat@urzadgminy.gniezno.pl
2453,3003042,Kiszkowo,wielkopolskie,gnieźnieński,GW,Urząd Gminy Kiszkowo,Kiszkowo,62-280,Kiszkowo,ul. Szkolna,2,61,4297010,,,61,4297011,,ug@kiszkowo.pl,www.kiszkowo.pl,/ugkiszkowo/SkrytkaESP,ug@kiszkowo.pl
2454,3003053,Kłecko,wielkopolskie,gnieźnieński,GMW,Urząd Miejski Gminy Kłecko,Kłecko,62-270,Kłecko,ul. Dworcowa ,14,61,4270125,,,61,4270221,,klecko@klecko.pl,www.klecko.pl,/UMGK/SkrytkaESP,klecko@klecko.pl
2455,3003062,Łubowo,wielkopolskie,gnieźnieński,GW,Urząd Gminy Łubowo,Łubowo,62-260,Łubowo,Łubowo,1,61,4275920,,,61,4275858,,sekretariat@lubowo.pl,www.lubowo.pl,/uenyc0024d/SkrytkaESP,sekretariat@lubowo.pl
2456,3003072,Mieleszyn,wielkopolskie,gnieźnieński,GW,Urząd Gminy Mieleszyn,Mieleszyn,62-212,Mieleszyn,Mieleszyn,23,61,4295060,,,61,4295073,,gmina@mieleszyn.pl,www.mieleszyn.pl,/24fw7o6vwz/SkrytkaESP,gmina@mieleszyn.pl
2457,3003082,Niechanowo,wielkopolskie,gnieźnieński,GW,Urząd Gminy Niechanowo,Niechanowo,62-220,Niechanowo,ul. Różana,1,61,4272194,,,61,4272127,,ug@niechanowo.pl,www.niechanowo.pl,/niechanowo/SkrytkaESP,ug@niechanowo.pl
2458,3003000,Powiat Gnieźnieński,wielkopolskie,gnieźnieński,P,Starostwo Powiatowe w Gnieźnie,Gniezno,62-200,Gniezno,ul. Jana Pawła II ,9\10,61,4240706,,,61,4240770,,starostwo@powiat-gniezno.pl,www.powiat-gniezno.pl ,/SPGNIEZNO/SkrytkaESP,starostwo@powiat-gniezno.pl
2459,3003093,Trzemeszno,wielkopolskie,gnieźnieński,GMW,Urząd Miejski Trzemeszna,Trzemeszno,62-240,Trzemeszno,ul. Gen. H. Dąbrowskiego,2,61,4154306,,,61,4154412,,sekretariat@trzemeszno.pl,www.trzemeszno.pl,/rfh40vu164/SkrytkaESP,sekretariat@trzemeszno.pl
2460,3003103,Witkowo,wielkopolskie,gnieźnieński,GMW,Urząd Gminy i Miasta Witkowo,Witkowo,62-230,Witkowo,ul. Gnieźnieńska,1,61,4778194,,,63,4778855,,ugim@witkowo.pl,www.witkowo.pl,/witkowo/SkrytkaESP,ugim@witkowo.pl
2461,3004013,Borek Wielkopolski,wielkopolskie,gostyński,GMW,Urząd Miejski w Borku Wielkopolskim,Borek Wielkopolski,63-810,Borek Wielkopolski,Rynek,1,65,5716120,,,65,5715893,,sekretariat@borekwlkp.pl,www.borekwlkp.pl,/3004014/SkrytkaESP,sekretariat@borekwlkp.pl
2462,3004023,Gostyń,wielkopolskie,gostyński,GMW,Urząd Miejski w Gostyniu,Gostyń,63-800,Gostyń,ul. Rynek,2,65,5752110,,,65,5752142,,um@gostyn.pl,www.gostyn.pl,/3004023/SkrytkaESP,um@gostyn.pl
2463,3004033,Krobia,wielkopolskie,gostyński,GMW,Urząd Miejski w Krobi,Krobia,63-840,Krobia,Rynek ,1,65,5711111,,,65,5711111,,krobia@krobia.pl,www.krobia.pl,/692rsul4h1/SkrytkaESP,krobia@krobia.pl
2464,3004042,Pępowo,wielkopolskie,gostyński,GW,Urząd Gminy Pępowo,Pępowo,63-830,Pępowo,ul. Nadstawek,6,65,5736305,,,65,5736032,,ug@pepowo.pl,www.pepowo.pl,/582dk4jfke/SkrytkaESP,ug@pepowo.pl
2465,3004052,Piaski,wielkopolskie,gostyński,GW,Urząd Gminy Piaski,Piaski,63-820,Piaski,ul. 6 Stycznia,1,65,5719030,,,65,5719049,,sekretariat@piaski-wlkp.pl,www.piaski-wlkp.pl,/300405/SkrytkaESP,sekretariat@piaski-wlkp.pl
